Items: 500
Max score assuming infinite container: 2311
Gen #0 | Best score: 349 | Gen avg: 277.37 | Current optimal: 349 | Optimal ID: d78ef442f6cc9478651211e0a509326c | Wasted room: 132
Gen #183 | Best score: 362 | Gen avg: 221.56 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #184 | Best score: 362 | Gen avg: 223.91 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #185 | Best score: 362 | Gen avg: 221.55 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #186 | Best score: 362 | Gen avg: 230.37 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #187 | Best score: 362 | Gen avg: 232.85 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #188 | Best score: 351 | Gen avg: 228.47 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #189 | Best score: 351 | Gen avg: 224.79 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #190 | Best score: 351 | Gen avg: 224.16 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #191 | Best score: 351 | Gen avg: 220.08 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #192 | Best score: 356 | Gen avg: 221.19 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #193 | Best score: 356 | Gen avg: 222.66 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #194 | Best score: 356 | Gen avg: 221.38 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #195 | Best score: 356 | Gen avg: 225.43 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #196 | Best score: 356 | Gen avg: 229.08 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #197 | Best score: 356 | Gen avg: 232.68 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #198 | Best score: 356 | Gen avg: 235.79 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #199 | Best score: 356 | Gen avg: 237.00 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #200 | Best score: 356 | Gen avg: 231.66 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #201 | Best score: 356 | Gen avg: 230.17 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #202 | Best score: 360 | Gen avg: 228.61 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #203 | Best score: 360 | Gen avg: 224.29 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #204 | Best score: 356 | Gen avg: 221.96 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #205 | Best score: 356 | Gen avg: 237.35 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #206 | Best score: 356 | Gen avg: 231.02 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #207 | Best score: 356 | Gen avg: 219.82 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #208 | Best score: 356 | Gen avg: 218.10 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #209 | Best score: 356 | Gen avg: 223.36 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #210 | Best score: 356 | Gen avg: 234.01 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #211 | Best score: 351 | Gen avg: 236.27 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #212 | Best score: 351 | Gen avg: 237.42 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #213 | Best score: 351 | Gen avg: 234.36 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #214 | Best score: 351 | Gen avg: 230.29 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #215 | Best score: 351 | Gen avg: 229.84 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #216 | Best score: 351 | Gen avg: 231.70 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #217 | Best score: 350 | Gen avg: 235.41 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #218 | Best score: 354 | Gen avg: 229.47 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #219 | Best score: 350 | Gen avg: 232.61 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #220 | Best score: 350 | Gen avg: 221.86 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #221 | Best score: 350 | Gen avg: 223.63 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #222 | Best score: 350 | Gen avg: 226.23 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #223 | Best score: 350 | Gen avg: 223.27 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #224 | Best score: 353 | Gen avg: 237.76 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #225 | Best score: 353 | Gen avg: 226.89 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #226 | Best score: 353 | Gen avg: 229.24 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #227 | Best score: 353 | Gen avg: 220.74 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #228 | Best score: 353 | Gen avg: 216.89 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #229 | Best score: 353 | Gen avg: 214.95 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #230 | Best score: 368 | Gen avg: 222.50 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #231 | Best score: 368 | Gen avg: 227.65 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #232 | Best score: 368 | Gen avg: 220.34 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #233 | Best score: 361 | Gen avg: 224.52 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #234 | Best score: 361 | Gen avg: 229.54 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #235 | Best score: 361 | Gen avg: 222.56 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #236 | Best score: 361 | Gen avg: 221.77 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #237 | Best score: 361 | Gen avg: 219.26 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #238 | Best score: 361 | Gen avg: 216.38 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #239 | Best score: 361 | Gen avg: 219.11 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #240 | Best score: 361 | Gen avg: 217.17 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #241 | Best score: 361 | Gen avg: 226.41 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #242 | Best score: 361 | Gen avg: 232.74 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #243 | Best score: 361 | Gen avg: 236.00 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #244 | Best score: 361 | Gen avg: 231.74 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #245 | Best score: 361 | Gen avg: 238.90 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #246 | Best score: 361 | Gen avg: 243.12 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #247 | Best score: 361 | Gen avg: 232.65 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #248 | Best score: 361 | Gen avg: 231.72 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #249 | Best score: 361 | Gen avg: 230.98 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #250 | Best score: 367 | Gen avg: 233.59 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #251 | Best score: 367 | Gen avg: 224.55 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #252 | Best score: 367 | Gen avg: 216.30 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #253 | Best score: 367 | Gen avg: 215.76 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #254 | Best score: 367 | Gen avg: 221.82 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #255 | Best score: 367 | Gen avg: 215.45 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #256 | Best score: 367 | Gen avg: 219.11 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #257 | Best score: 367 | Gen avg: 220.94 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #258 | Best score: 367 | Gen avg: 226.93 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #259 | Best score: 367 | Gen avg: 218.18 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #260 | Best score: 367 | Gen avg: 220.46 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #261 | Best score: 367 | Gen avg: 217.08 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #262 | Best score: 367 | Gen avg: 209.98 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #263 | Best score: 367 | Gen avg: 217.42 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #264 | Best score: 367 | Gen avg: 216.91 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #265 | Best score: 367 | Gen avg: 219.07 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #266 | Best score: 367 | Gen avg: 230.28 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #267 | Best score: 378 | Gen avg: 228.75 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #268 | Best score: 378 | Gen avg: 227.99 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #269 | Best score: 378 | Gen avg: 218.38 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #270 | Best score: 368 | Gen avg: 217.16 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #271 | Best score: 368 | Gen avg: 219.66 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #272 | Best score: 368 | Gen avg: 212.75 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #273 | Best score: 368 | Gen avg: 221.52 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #274 | Best score: 368 | Gen avg: 219.77 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #275 | Best score: 374 | Gen avg: 225.59 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #276 | Best score: 374 | Gen avg: 222.73 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #277 | Best score: 374 | Gen avg: 222.45 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #278 | Best score: 374 | Gen avg: 221.30 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #279 | Best score: 374 | Gen avg: 217.48 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #280 | Best score: 374 | Gen avg: 226.10 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #281 | Best score: 374 | Gen avg: 229.51 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #282 | Best score: 374 | Gen avg: 230.08 | Current optimal: 392 | Optimal ID: 6f527a6b818ea987e2de765160c40d21 | Wasted room: 149
Gen #283 | Best score: 399 | Gen avg: 228.99 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #284 | Best score: 399 | Gen avg: 227.79 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #285 | Best score: 399 | Gen avg: 231.47 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #286 | Best score: 399 | Gen avg: 226.82 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #287 | Best score: 399 | Gen avg: 227.75 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #288 | Best score: 399 | Gen avg: 218.74 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #289 | Best score: 399 | Gen avg: 217.14 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #290 | Best score: 399 | Gen avg: 215.38 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #291 | Best score: 399 | Gen avg: 221.76 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #292 | Best score: 399 | Gen avg: 209.52 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #293 | Best score: 399 | Gen avg: 220.38 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #294 | Best score: 399 | Gen avg: 218.74 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #295 | Best score: 399 | Gen avg: 222.41 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #296 | Best score: 399 | Gen avg: 219.96 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #297 | Best score: 399 | Gen avg: 219.47 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #298 | Best score: 399 | Gen avg: 218.13 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #299 | Best score: 399 | Gen avg: 222.23 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #300 | Best score: 399 | Gen avg: 229.92 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #301 | Best score: 399 | Gen avg: 234.29 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #302 | Best score: 395 | Gen avg: 229.96 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #303 | Best score: 381 | Gen avg: 215.57 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #304 | Best score: 381 | Gen avg: 213.78 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #305 | Best score: 381 | Gen avg: 219.73 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #306 | Best score: 381 | Gen avg: 227.65 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #307 | Best score: 381 | Gen avg: 229.23 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #308 | Best score: 381 | Gen avg: 224.55 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #309 | Best score: 382 | Gen avg: 224.64 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #310 | Best score: 382 | Gen avg: 223.45 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #311 | Best score: 382 | Gen avg: 228.49 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #312 | Best score: 382 | Gen avg: 231.59 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #313 | Best score: 382 | Gen avg: 227.81 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #314 | Best score: 382 | Gen avg: 223.48 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #315 | Best score: 382 | Gen avg: 228.24 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #316 | Best score: 382 | Gen avg: 228.25 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #317 | Best score: 382 | Gen avg: 227.42 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #318 | Best score: 382 | Gen avg: 232.02 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #319 | Best score: 382 | Gen avg: 234.25 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #320 | Best score: 378 | Gen avg: 232.77 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #321 | Best score: 374 | Gen avg: 225.49 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #322 | Best score: 386 | Gen avg: 223.42 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #323 | Best score: 386 | Gen avg: 221.39 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #324 | Best score: 386 | Gen avg: 230.20 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #325 | Best score: 386 | Gen avg: 232.88 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #326 | Best score: 388 | Gen avg: 243.50 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #327 | Best score: 386 | Gen avg: 247.64 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #328 | Best score: 386 | Gen avg: 244.01 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #329 | Best score: 385 | Gen avg: 240.10 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #330 | Best score: 385 | Gen avg: 235.49 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #331 | Best score: 385 | Gen avg: 233.13 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #332 | Best score: 385 | Gen avg: 231.17 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #333 | Best score: 385 | Gen avg: 231.78 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #334 | Best score: 385 | Gen avg: 233.42 | Current optimal: 399 | Optimal ID: a1bb1d13e9fcb3c388a6a8af002c57c5 | Wasted room: 174
Gen #335 | Best score: 401 | Gen avg: 226.57 | Current optimal: 401 | Optimal ID: 097f3e49773e74cff18c4dab715c7b4e | Wasted room: 190
Gen #336 | Best score: 385 | Gen avg: 207.43 | Current optimal: 401 | Optimal ID: 097f3e49773e74cff18c4dab715c7b4e | Wasted room: 190
